Hospital,#colm,var_colm_stuc,hd_tm,vr0,l_mark_for_render,hd_cl1,hd_cl1_0,hd_cl1_1,hd_cl2,hd_cl2_0,hd_cl2_1,hd_cl3,hd_cl3_0,hd_cl3_1,hd_cl4,hd_cl4_0,hd_cl4_1,hd_cl5,hd_cl5_0,hd_cl5_1,hd_cl6,hd_cl6_0,hd_cl6_1,hd_cl7,hd_cl7_0,hd_cl7_1,hd_cl8,hd_cl8_0,hd_cl8_1,hd_cl9,hd_cl9_0,hd_cl9_1,start1,start_no,start1_t,end1,end_no,end1_t,sbt,sbt_cnsd,sbt_not_cnsd,sbt_no,vacant_box,correct_box,correct_spl_box,boxwise_corr,spf_spl_corr,head_to_home,specific_head_corr,correct_head,cnt_cond,space_within_box,pre_peronailse_at_basic_ext,peronailse_at_basic_ext,peronailse_at_merge,num_data,fc_yes,add_head,head_pos_corr,add_subtotal,sift_sbt,head_to_head_sbt,add_to_cnld,one_to_many,recognise_head,one_to_two_line,w_mark_txt,crop_data_1,clean_data_1,cd1_yes,ss1_yes,skip_data_1,sd1_yes,addj_overlap,clean_amt,ca_yes,crop_shift_1,cs1_yes,correct_cld_1,prefer_next,shift_data_1,merge_param,merge_space,mp_else,merge_set,spl_bottom,qty,date,rate,total,discount,amount,disc_func,rate_func,dot_zz_func,datetime_func,dtf_yes,date_func,df_yes,head_list,hdl_no,lebels,head_identify_1,correct_combination,default_clm_rng
Gleneagles_GHC,6,yes,"Name|GSTIN,6",30,,"Name,Name|Address,0,Name|Address,0","2,1,0","1,4,0","Name,Name|Address,2,Name|Address,2","1,1,0","4,1,0","UHID,UHID,0,UHID,2","1,2,0","1,10,0","UHID,UHID,0,UHID,2","1,10,1","1,1,0","UHID,UHID,0,UHID,2","2,1,1","4,1,0","UHID,UHID,0,UHID,2","4,1,1","7,1,0",,,,,,,,,,"GSTIN,",,5,"Total Bill,",,5,Subtotal,,,Total Vitamin,,,,"1,DIETETICS 2 of 3,DIETETICS#1,DISPOSABLES 1 of 4,DISPOSABLES#1,BEVERAGES 2 of 5,BEVERAGES#1,OM RENT,ROOM RENT#1,INVESTIGATIONS 3 of 6,INVESTIGATIONS#1,SUPPORT 2 of 8,SUPPORT#1,MR,MRI#1,DIOLOGY,RADIOLOGY#1,GASTROENTEROLOGY(PROCEDURES,GASTROENTEROLOGY(PROCEDURES)#",,,,,,yes,yes,,,,,,,"basic,\d\.\d|\d\s\d",,,,,,,,,,,,yes,"Particulars|1 of 4,1,Code,2,Code,2,Code,2,Code,2",,,,,,,,,"\d\s\w{3}\s\d{4},\d\s\w{3}\s\d{4},\d\s?\.\s?\d,\d\s?\.\s?\d,0,0,3,3,3",,,,,,,,,,,,,,,,,,"IP FOLLOW-UP VISIT CHARGES,ADMISSION,ANESTHETIST FEE,ASSISTANT SURGEON FEES,BED SIDE PROCEDURES,DRUGS AND DISPOSABLES,IP CONSULTATIONS,LABORATORY INVESTIGATIONS,MRI,OT CHARGES,ROOM RENT,SURGEON FEES,RADIOLOGY INVESTIGATIONS,BLOOD BANK,CONSULTATIONS,CARDIOLOGY,GASTROENTEROLOGY(PROCEDURES),MEDICAL EQUIPMENTS,PROFILES,ADMISSION CHARGES,FOOD AND BEVERAGES,INPATIENT SERVICE,NURSING CHARGES,NUTRITION & DIETETICS,RESPIRATORY MEDICINE & PULMNOLOGY(P,ACCIDENT & EMERGENCY (PROCEDURES),PHYSIOTHERAPY,CRITICAL CARE SUPPORT,ICU CHARGES,GASTROENTEROLOGY PROCEDURES,CONSUMABLES,ONCOLOGY PROCEDURES,NUCLEAR MEDICINE,NEPHROLOGY(PROCEDURES),ACCIDENT & EMERGENCY (PROCEDURES)",,"Date,Particulars,Code,Unitprice,Units,Amount",,"4,3,5",
Gleneagles_GHC-pharma,6,,"QTY,5",30,,"ISSUE DATE,ISSUE","2,1,0","1,10,0","ITEM NAME,ITEM","6,5,0","10,1,0","dup,ITEM","10,1,0","10,1,1","QTY,QTY","2,1,0","1,4,0","RATE,RATE","1,1,0","1,4,0","AMOUNT,AMOUNT","1,4,0","1,4,0",,,,,,,,,,"AMOUNT|AMOUNT,",,5,"Net Total,",,-10,Total,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"QTY,3,ITEM NAME,1,QTY,3,(RS.),5,QTY,3",,,,,,,,,"\d\-\d{2}\-\d{4},\d\-\d{2}\-\d{4},\d\s?\.\s?\d,\d\s?\.\s?\d,0,0,4,5,3",,,,,,,,,,,,,,,,,,"DRUGS AND DISPOSABLES,RETURNS,PHARMACY",,"Date,Particulars,Remark,Qty,Rate,Amount",,"3,4,5",
Gleneagles_GHC1,6,yes,"Name|GSTIN,6",30,,"Name,Name|Address,0,Name|Address,0","2,1,0","1,4,0","Name,Name|Address,2,Name|Address,2","1,1,0","4,1,0","UHID,UHID,0,UHID,2","1,2,0","1,10,0","UHID,UHID,0,UHID,2","1,10,1","1,1,0","UHID,UHID,0,UHID,2","2,1,1","4,1,0","UHID,UHID,0,UHID,2","4,1,1","7,1,0",,,,,,,,,,"GSTIN,",,5,"Total Bill,",,5,Subtotal,,,Total Vitamin,,,,"1,DIETETICS 2 of 3,DIETETICS#1,DISPOSABLES 1 of 4,DISPOSABLES#1,BEVERAGES 2 of 5,BEVERAGES#1,OM RENT,ROOM RENT#1,INVESTIGATIONS 3 of 6,INVESTIGATIONS#1,SUPPORT 2 of 8,SUPPORT#1,MR,MRI#1,DIOLOGY,RADIOLOGY#1,GASTROENTEROLOGY(PROCEDURES,GASTROENTEROLOGY(PROCEDURES)#",,,,,,yes,yes,,,,,,,"basic,\d\.\d|\d\s\d",,,,,,,,,,,,yes,"Particulars|1 of 4,1,Code,2,Code,2,Code,2,Code,2",,,,,,,,,"\d\s\w{3}\s\d{4},\d\s\w{3}\s\d{4},\d\s?\.\s?\d,\d\s?\.\s?\d,0,0,3,3,3",,,,,,,,,,,,,,,,,,"IP FOLLOW-UP VISIT CHARGES,ADMISSION,ANESTHETIST FEE,ASSISTANT SURGEON FEES,BED SIDE PROCEDURES,DRUGS AND DISPOSABLES,IP CONSULTATIONS,LABORATORY INVESTIGATIONS,MRI,OT CHARGES,ROOM RENT,SURGEON FEES,RADIOLOGY INVESTIGATIONS,BLOOD BANK,CONSULTATIONS,CARDIOLOGY,GASTROENTEROLOGY(PROCEDURES),MEDICAL EQUIPMENTS,PROFILES,ADMISSION CHARGES,FOOD AND BEVERAGES,INPATIENT SERVICE,NURSING CHARGES,NUTRITION & DIETETICS,RESPIRATORY MEDICINE & PULMNOLOGY(P,ACCIDENT & EMERGENCY (PROCEDURES),PHYSIOTHERAPY,CRITICAL CARE SUPPORT,ICU CHARGES,GASTROENTEROLOGY PROCEDURES,CONSUMABLES,ONCOLOGY PROCEDURES,NUCLEAR MEDICINE,NEPHROLOGY(PROCEDURES),ACCIDENT & EMERGENCY (PROCEDURES)",,"Date,Particulars,Code,Unitprice,Units,Amount",,"4,3,5",
Gleneagles_GHC1-pharma,6,,"TOTAL,6",30,,"ISSUE DATE,ISSUE|ISSUED","1,1,0","1,2,0","ITEM NAME,ITEM","4,5,0","1,1,0","QTY,QTY","1,1,0","1,1,1","QTY,QTY","2,1,0","1,4,0","MRP,MRP","1,2,0","1,5,0","TOTAL,TOTAL","1,2,0","1,2,0",,,,,,,,,,"MRP,",,-10,"Total,",,10,TOTA,,,Total Vitamin,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,"ITEM NAME,1,BATCHNO EXPDATE,2,ITEM NAME,1,ITEM NAME,1,Return Amount,4",,,,,,,,,"\d\/\d{2}\/\d{4},\d\/\d{2}\/\d{4},\d\s?\.\s?\d,\d\s?\.\s?\d,0,0,4,5,3",,,,,,,,,,,,,,,,,,Pharmacy,,"Date,Particulars,Batchno,Expdate,Qty,Rate,Amount",,"4,5,6",
pushpawati,6,,"Amount|mount,7",40,,"Date,Date","1,1,0","29,10,0","Particular,Particular","8,10,0","4,1,0","Rate,Rate","6,1,0","3,10,0","Qty,Rate","6,10,1","2,1,0","Remark,Amount|mount","1,1,1","0,1,1","Amount,Amount|mount","1,1,0","1,1,0",,,,,,,,,,"Rate,",,-20,"Round Off|Round Of,Printed,Prepared By",,40,Total for,,,Total Vitamin,,,,,,,,,,yes,,,yes,,,yes,,,,,,,,,,,,,"2,3,space#",yes,"Amount,5,Rate,2,Qty,3,Amount,5,Amount,5",,,,,,,,,"\d\/\d{2}/\/d{4},\d\.\d,\d\.\d,\d\.\d,0,2,3,5,2",,,,,,,,,,,,,,,,,,"BED CHARGES,MED & CONSUMABLE,PSRI PHARMACY,CONSULTATION,LABORATORY,X-RAY,PROCEDURES,DIETERY ADVICE,CAFETARIA COLLECTION,NURSING CHARGES,TRANSFUSION MEDICINE,BLOOD GAS ANALYSIS,CT SCAN,ICICI NON PACKAGE,Package Difference,OPERATION THEATOR CHARGES,ASSISTANT SURGEON,ANESTHETIST CHARGES,SURGERY,SURGRY PACKAGE ICICI,NEURO PROCEDURE,MRI CENTER,OUTSIDE LAB TEST,PHYSIOTHERAPY,ENDOSCOPY ANESTHESIA,ULTRASOUND,ENDOSCOPY,PULMONARY PROCEDURE,PRE ANAESTHESIA CHAR,CRITICAL CARE,CATH LAB (CARDIOLOGY) - STORE,MED CONSUMABLE,DIALYSIS,ALPHA BED CHARGES,PAIN MANAGEMENT,IMMUNIZATION/INJECTION,EYE CHECK UP,CATH LAB CHARGES,CATH LAB (NEUROLOGY) - STORE,SURGEON FEES,PSRI PHARMACY(RETURN),PSRI PHARMACY(ISSUED,MED & CONSUMABLE,CONSULTATION,LABORATORY,ULTRASOUND,OUTSIDE LAB TEST,PROCEDURES,NEPHRO PROCEDURES,Package Difference,CAFETARIA COLLECTION,NURSING CHARGES,DIETERY ADVICE,SURGEON FEE",,"Date,Particulars,Rate,Qty,Remark,Amount",,,
pushpawati_daycare,6,,"Total,8",40,,"Description,Particulars|Particulars","1,1,0","1,1,0","Remark,Particulars|Particulars","1,1,1","1,1,1","Rate,Rate","1,1,0","1,10,0","Qty,Unit","1,1,0","1,10,0","Remark,Unit","1,1,1","1,1,1","Amount,Total","2,1,0","1,2,0",,,,,,,,,,"Unit,",,5,"Gross Amount|Cross Amount,",,10,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,yes,"Rate,2,Rate,2,Rate,2,Rate,2,Rate,2",,,,,,,,,"\d\.\d,\d\.\d|\d\s\d,\d\.\d,d\.\d,5,3,2,5,2",,,,,,,,,,,,,,,,,,"DIALYSIS,head",,"Particulars,Remark,Rate,Qty,Remark,Amount",,,
venkateshwar,6,,"Particular|Partiou|articular,13",80,,"Date,Date|Dat,1","4,1,0","1,1,0","Particular,Particular|Partiou|articular,0","2,3,0","15,4,0","Remark,Particular|Partiou|articular,1","45,10,1","13,2,0","Rate,Rate,0","4,1,0","0,1,0","Qty,Qty|ty|otv|Oly,1","1,2,0","0,1,0","Amount,Amount|mount,0","3,4,0","0,1,0",,,,,,,,,,"Particular|Partiou|articular,Bill No|Patient Name|atient Name",,3,"Total Amount|Total Bill Amount|Total BHI Amount,Printed By|inted By",,4,Total for,,,Total Vitamin,,,,"3,noted jor PATHOLOGY,Total for PATHOLOGY#0,dical Consu,Medical Consumable#0,RADIOLOGY ',RADIOLOGY#0,ITHOLOGY,PATHOLOGY#3,cal for DIETICIAN,Total for DIETICIAN#",,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,"3,4,space#",yes,"Bill No|Patient Name,1,tient Name,2,The Leading Maid|VENKATESHWAR|VENKATESHWAK|The Levine Mull|The bedding Multi Super Cisecialits Hoepriz,0,Amount,5,Rate|Bill No|New Delhi|venkateshwarhospitals|venkateshwartiospitals|9 011-48 555 555|535-555|535 555|555-555,3",,,,,,,,,"\d{2}\/\d{4}\s\d{2}|\d+\/\d\s\d\/\d+|\d\/\d+\s\d+\:\d+|\d\/\D\d\/\d|\d{2}\/\w\d\/\d{4}\s\d{2}\:\d{2},\d\/\d{2}\/\d{4}\s,\d\/\d{2}\/\d{4},\d\.\d|\d\s?\.\s?\d|\d{2},0,0,0,5,3",,,,,,,,,,,,,,,,,,"General Surgery,Transfusion Medicine,Discharge Medication,Miscellaneous,Consultation IP,Urology,BED CHARGES,Radiology,Paediatrics,Pathology,Bed Side Procedures,Consumable,Pharmacy,Discharge Medication,Cardiology,IMPLANT,Anaesthesia,C-Arm Charges,EQUIPMENT CHARGES,Operation Theatre,Hospital Service Charges,Critical Care,Drugs,Medical Consumables,DIETICIAN,VISITING CONSULTANTS CHARGES,ADMISSION CHARGES,REGISTRATION,PATHOLOGY,RADIOLOGY,Non Medical Consumables,OT GAS CHARGES,OT CHARGES,OTHER PROCEDURE,ANESTHETIST CHARGES,PLASTIC SURGERY,GASTROENTEROLOGY,ORTHOPAEDICS SURGERIES,IMPLANTS,IMPLANTS/DRUGS,CARDIOLOGY,DERMATOLOGY,CRITICAL CARE UNIT CHARGES,BED SIDE PROCEDURES,GENERAL and LAPAROSCOPIC SURGERY,PROCEDURE / SURGERY CHARGES,PHYSIOTHERAPY,MEDICAL GAS CHARGES,NON INVASIVE CARDIAC LAB,BLOOD BANK,NEUROLOGY,GENERAL SURGERY & MEDICINE,GASTROENTEROLOGY,OTHER CHARGES,UROLOGY & RENAL TRANSPLANT,ADMISSION,OBS AND GYNAE,PEDIATRICS,ROUNDOFF AMOUNT,CHEMOTHERAPY",,"Date,Item,Remark,Rate,Quantity,Amount",,"4,3,5","5, 225, 456, 1029, 1009, 1323, 1374, 1860, 1921, 2022, 2066, 2249"
venkateshwar_daycare,6,,"Total,8",40,,"Particulars,Particular","3,1,0","1,2,0","Particular,Particular","1,2,1","2,1,0","Rate,Rate","1,1,0","1,4,0","Unit,Rate","1,4,1","1,1,0","Total,Total","1,1,0","1,2,0","Payer Amt,Payer,1","1,2,0","1,1,0",,,,,,,,,,"Token,",,-10,"Net Amount,",,-10,Subtotal,,,Total Vitamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"Rate,2,Rate,2,Rate,2,Rate,2,Payer Amt,5",,,,,,,,,"\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,5,5,5,5,3",,,,,,,,,,,,,,,,,,Head,,"Item,Remark,Rate,Qty,Amount,Remark",,,
bhailal-2,7,,"Date,4",40,,"Date,Date","2,1,0","7,10,0","Issue No,Date","3,2,1","3,1,0","Description,Description|escription","2,1,0","1,1,0","Rate,Rate","4,1,0","8,10,0","Qty,Qty|Qtv","39,100,0","7,10,0","Discount,Discount","1,10,0","2,25,0","Amount,Amount|mount","3,2,0","1,2,0",,,,,,,"Qty|Qtv,Discount,",,-15,"Gross,Print Date,Page",,20,TOTAL,,,Total Vitamin,,,,"3,CONSULTATION T,CONSULTATION TOTAL#3,REGISTRATION SERVICE TOTAI,REGISTRATION SERVICE TOTAL#0,SURGICAL ..,SURGICAL#0,MEDICAL SERVICES,Medical Service#3,CONSULTATION T,CONSULTATION TOTAL#3,URGICAL TOTAL,SURGICAL TOTAL#4,URGICAL TOTAL,SURGICAL TOTAL#0,CENTRAL DRUG STORE.,CENTRAL DRUG STORE#3,REGISTRATI,REGISTRATION SERVICE TOTAL#4,MODATION TOTAL:,ACCOMODATION TOTAL#3,ACCOMODATION,ACCOMODATION TOTAL#0,ISULTATION,CONSULTATION#4,OTHERS TOTA,OTHERS TOTAL#4,THERS TOTAL,OTHERS TOTAL#4,ADIOLOGY TOTAL,RADIOLOGY TOTAL#0,NAESTHESIA,ANAESTHESIA#",,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,"0,1,space#",yes,"SERVICES|ba ESTO. 1964 Patient Name Gender/Age Mobile No Address Admitting Category|INVESTIGATIONS|PHARMACY AND CONSUMABLES,0,SERVICES TOTAL:|VICES TOTAL:|Amount,4,INVESTIGATIONS|PHARMACY RETURNS,0,PHARMACY AND CONSUMABLES TOTAL:|PHARMACY AND CONSUMABLES I|INVESTIGATIONS TOTAL:|NVESTIGATIONS TOTAL:|SERVICES TOTAL:|PHARMACY RETURNS TOTAL|SERVICES TOTAL:|PHARMACY AND CONSUMABLES T|INVESTIGATIONS TOTAL,3,mount,6",,,,,,,,,"\d\s?\.\s?\d|\d\D+\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d{2}\/\d{2}\/\d{4},6,3,5,0,2",,,,,,,,,,,,,,,,,,"ACCOMODATION,CONSULTATION,MEDICAL SERVICES,OTHERS,REGISTRATION SERVICE,SURGICAL,LABORATORY,RADIOLOGY,KITCHEN,MEDICAL,CENTRAL DRUG STORE,OPERATION THEATER,ANAESTHESIA,MEDICAL SERVICES,GENERAL SURGERY,ORTHOPAEDICS,STENT,BLOOD BANK,PACKAGE,OBSTETRICS AND GYNAECOLOGY,CONSULTATION,Medical Service,GASTROENTEROLOGY,OPTHALMOLOGY,PHARMACY RETURNS,PHARMACY",,"Date,Remark,Description,Rate,Qty,Remark,Amount",,,
SSB_Central,6,,"Amount|mount,7",40,,"Date,Date|Dat","1,1,0","29,10,0","Particular,Particular|articular","8,10,0","4,1,0","Rate,Rate|pate","6,1,0","2,10,0","Qty,Rate|pate","6,10,1","2,1,0","Remark,Amount|mount","1,1,1","0,1,1","Amount,Amount|mount","1,1,0","1,1,0",,,,,,,,,,"Particulars|articulars|Particular,Credit,",,-3,"Net Amount|Net Amoun,Printed By,",,30,Total for,,,Total Vitamin,,"0,p Consultation,IP Consultation#0,EP Consultation,IP Consultation#",,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,"L.P. No.|I.P. No.,0,L.P. No.|Bill Not Settled|I.P. No,0,L.P. No.,0,L.P. No.,0,L.P. No.,0",,,,,,,,,"\d\/\d{2}/\/d{4},\d\.\d,\d\.\d,\d\.\d,0,2,3,5,2",,,,,,,,,,,,,,,,,,"BED CHARGES,Administration Charges,Medicine/Consumables,Laboratory,Radiodiagnosis And Imaging,IP Consultation,Critical Care,Invasive Medical Procedures,Non Invasive Cardiology,PACKAGE - Interventional Cardiology,IMPLANTS,Physiotherapy And Rehabilitation,Ophthalmology,Gastroenterology,Blood Centre,PACKAGE - General Surgery,SURGERY - General Surgery,Respiratory Medicine,SURGERY - Obstetrics And Gynaecology,BED CHARGE,PACKAGE - Obstetrics And Gynaecology",,"Date,Particulars,Rate,Qty,Remark,Amount",,,
sakra,6,,"Date|Pate|Data|Code,5",30,,"Service Name,Servive Name|Service N|Survice Name|Service Nama","3,1,0","10,1,0","Code,Code","1,4,0","1,4,0","Date,Code","1,4,1","4,1,0","Unit Rate,Rate|Hate","2,1,0","1,4,0","Quantity,Quantity","1,4,0","4,10,0","Amount,Amount|Amaunt|Antount|amount","5,10,0","1,1,0",,,,,,,,,,"Quantity,Service Name|Service Nama",,2,"Gross Bill Amount|GrossBill|Grosshill,Page",,5,Subtotal,,,Total Vitamin,,,,"0,A Package,Package#0,S Procedure,Procedure#0,OT CONSUMABLE 3,OT CONSUMABLE#0,6 Food & neverages,Food & Beverages#0,Pleticlan Charges,Dietician Charges#0,Pharmacy 9,Pharmacy#",,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,"4,5,space#",,,,,,,,,,,"\d{2}\/\d{4}\s\d{2}|\d\/\D\d\/\d|\d\/\d{6},\d\/\d{2}\/\d{4}\s,\d\/\d{2}\/\d{4},\d\.\d|\d\s?\.\s?\d|\d{2},\d\.\d|\d\s?\.\s?\d|\d{2},\d\.\d|\d\s?\.\s?\d|\d{2},2,2,2,4,5,5,3",,,"CRITICAL CARE,Pharmacy Returns,Consumable Returns,ACCIDENTEMERGENCY,ORTHO OTHERS,XRAY,Surgeon Fee,Anesthetist Fee,Asst Surgeon Fee,OT Charges,INTERNAL MEDICINE NON SURGICAL,ULTRASOUND,GASTRO ENDOSCOPY,OTHERS,GASTROSURGERY,GASTRO OTHERS,RADIOLOGYINVASIVE,MRI,CARDIOLOGY",,,,,,,,,,,,,,,"Dietician Charges,Package,Administration charges,Consumables,Food & Beverages,Emergency Charges,Bed Charges,Nursing Charges,Procedure,Lab Investigation,Consultations,Administration Charges,Pharmacy,MedicalEquipmentCharge,OT CONSUMABLE,Surgery Charges,Registration Fee,Diet Counseling,GST on Bed Charges,Cardiac Monitor",,"Particulars,Code,Date,Rate,Qty,Amount",,"4,3,5",
medica,7,,"tem Code|Itam Code|em Code,9",30,,"Item Name,Code","7,1,0","1,1,1","Item Code,Code","1,4,1","7,25,0","Date Time,Time","7,5,0","1,2,0","Qty,Qty","1,4,0","1,4,0","Price,Price","1,1,0","1,2,0","Disc Amount,Price","1,1,1","21,10,0","Amount(Rs.),Amount","23,10,1","5,1,0",,,,,,,"Price,Price",,5,"Print Date|rint Date,Grand Total,",,10,Sub Total,,,Total Vitamin,,"0,Surgen,Surgery#0,Administration Other. Charges,Administration Other Charges#",,"0,P Drugs/ Medicine,IP Drugs/ Medicine#0,Surgery Parkage,Surgery Package#0,[P Surgical Disposable,IP Surgical Disposable#0,Room Ren,Room Rent#0,Radiology & maging,Radiology & Imaging#",,,"Registration Charges,0,REGISTRATION CHARGES,0",,,yes,,yes,yes,,,,,,,,,,,,,,,,,yes,"not Date : 4/3/2022|rint Date : 27/3/2022,0,rint Date : 27/3/2022,0,rint Date : 27/3/2022,0,rint Date : 27/3/2022,0,rint Date : 27/3/2022|int Date : 7/4/2022 13:40:35,0",,,,,,,,,"\d{2}\/\d{2}\/\d{4}|\d\/\d{2}\/\d{4},\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,2,6,5,6,3",,,,,,,,,,,,,,,,,,"Pharmacy,Surgicals/Consumables,Registration Charges ,Anesthesiology Procedures,Administration Other Charges,General Misc.,General Miso,Audiology Investigations,Cardiology Services,REGISTRATION CHARGES,Surgery Package,Surgery,Room Rent,Cardiology Procedure,Blood Bank Procedure,Consultations,Equipment Charges,Laboratory Services,Radiology Services,Procedure Charges,Laboratory Procedures,Audiology Investigation,Administration Procedure,General Misc,Radiology services,Rounding Off,Radiology & Imaging,Food And Beverages,IP Drugs/ Medicine,IP Surgical Disposable,Other Patient Service Charges,Admin Charges,Investigations,P Drugs/ Medicine,Instrument & Equipment Charges,Surgery Package,IMPLANTS,Room Rent,Blood Bank",,"Particulars,Code,Date,Qty,Rate,Remark,Amount",,"3,4,7",
yatharth,6,,"DESCRIPTION,12",50,,"DESCRIPTION,DESCRIPTION","1,1,0","3,1,0","Remark,DESCRIPTION","0,1,0","1,1,1","Rate,DESCRIPTION","0,1,0","1,1,1","Qty,DESCRIPTION","0,1,0","1,1,1","Remark,Amt|Total Amount","0,1,0","1,1,1","Amt(Rs),Amt|Amount","1,10,0","1,1,0",,,,,,,,,,"DESCRIPTION,DESCRIPTION,",,10,"Total Bill Amount|Amount Received|Net Bill Amount,Page|Printed By",,20,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,yes,yes,,,yes,,,,,,,,,,,,,,yes,"GST Amount,0,GST Amount,0,GST Amount,0,GST Amount,0,GST Amount,0",,,,,,,,,"\d\s?\.\s?\d,\d\.\d,\d\.\d,\d\.\d,5,3,2,5,3",,,,,,,,,,,,,,,,,,"BED CHARGES,VISITING CHARGES,PATHOLOGY,RADIOLOGY,PHARMACY,GYNAECOLOGY,CARDIOLOGY,CATH LAB MAIN STORE,SURGICAL PROCEDURE,OT CHARGES,ANEAESTHESIA CHARGES,OT PHARMACY,SURGERY GENERAL,NURSING,MISCELLENOUS SERVICES,CTVS,ORTHOPAEDICS,PROCEDURE",,"Description,Remark,Rate,Qty,Remark,Amount",,,
adityabirla,7,,"Particulars,12",40,,"Particulars,Particulars","3,2,0","1,2,0","Date,Date","8,10,0","1,2,0","Qty,Qty","1,10,0","1,9,0","Unit Rate,Unit Rate|Unit","1,4,0","1,2,0","Gross Amount,Gross Amount|Gross","1,10,0","1,10,0","Disc.Amt,Disc.Amt|Disc. Amt|Disc","1,10,0","1,2,0","Net Amt,Net Amt|Net","1,10,0","8,10,0",,,,,,,"Particulars,",,30,"Gross Total,Prepared By,",,10,Sub Total :,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\-\d{2}\-\d{4}|\d\/\d\/\d{4},\d\-\d{2}\-\d{4},\d\.\d,\d\.\d,1,1,4,5,2",,,,,,,,,,,,,,,,,,"Administrative Charges,Bed Charges,Consultation,DRUGS,Diet Items,Drugs and Consumables,Equipment Charges,Laboratory Services,MATERIALS,Nursing Care,Others,Radiology,Surgeon Fee,Physiotherapy,ICU Charges,PACKAGE CHARGES,Package,Blood Components,Procedures,Equipment,Surgeon Fee,",,"Particulars,Date,Qty,Rate,Amount,Remark,Remark",,"2,3,4",
aster_rv,6,,"Particular|articular|Particul,11",30,,"Date,Dat,1","4,1,0","1,1,0","Particular,Particular|articular|Particul,0","2,3,0","15,4,0","Remark,Particular|articular|Particul,1","45,10,1","75,10,0","Rate,Amount|mount,0","7,1,0","2,1,1","Qty,Amount|mount,1","1,1,0","2,1,1","Amount,Amount|mount,0","3,4,0","2,1,0",,,,,,,,,,"Particular|articular|Particul,",,3,"Total Bill Amount,Printed By",,4,Total fo,,,Total Vitamin,,,,"0,STRATION,REGISTRATION#0,NSULTATION,CONSULTATION#",,,,,,yes,yes,,,,,,,,,,,,,,,,,,"3,4,space#5,4,space#",yes,"Bill No,1,tient Name,2,Aster|MIMS|Treat You Well|I.P. No.,0,tient Name,2,Qty,3",,,,,,,,,"\d{2}\/\d{4}\s\d{2}|\d+\/\d+\/\d+,\d\/\d{2}\/\d{4}\s,\d\/\d{2}\/\d{4},\d+\/\d+\/\d+,0,0,0,0,3",,,,,,,,,,,,,,,,,,"General Surgery,Transfusion Medicine,Discharge Medication,Miscellaneous,Consultation IP,Urology,BED CHARGES,Radiology,Paediatrics,Pathology,Bed Side Procedures,Consumable,Pharmacy,Discharge Medication,Cardiology,IMPLANT,Anaesthesia,C-Arm Charges,EQUIPMENT CHARGES,Operation Theatre,Hospital Service Charges,Critical Care,Drugs,Medical Consumables,DIETICIAN,VISITING CONSULTANTS CHARGES,ADMISSION CHARGES,REGISTRATION,PATHOLOGY,RADIOLOGY,Non Medical Consumables,OT GAS CHARGES,OT CHARGES,OTHER PROCEDURE,ANESTHETIST CHARGES,PLASTIC SURGERY,GASTROENTEROLOGY,ORTHOPAEDICS SURGERIES,IMPLANTS,IMPLANTS/DRUGS,CARDIOLOGY,DERMATOLOGY,CRITICAL CARE UNIT CHARGES,BED SIDE PROCEDURES,GENERAL and LAPAROSCOPIC SURGERY,PROCEDURE / SURGERY CHARGES,PHYSIOTHERAPY,MEDICAL GAS CHARGES,NON INVASIVE CARDIAC LAB,LAB SERVICES,CLINICAL SUPPORT SERVICES,PACKAGE,Pharmacy & Consumable Items,NON LAB SERVICES,CONSULTATION,BLOOD BANK,MEDICINES,CONSUMABLES",,"Date,Item,Remark,Rate,Quantity,Amount",,,
aster_rv_daycare,6,,"NetAmt|Net Amt,9",120,,"Srcode,SrCode","1,1,0","1,2,0","Service,Service","1,1,0","1,2,0","Service(dup),Service","2,1,1","2,1,0","Rate,Rate","1,1,0","1,10,0","Unit,Unit","1,2,0","1,10,1","Total,Total","1,2,0","1,2,0",,,,,,,,,,"SrCode|Rate,",,1,"Total Amount,",,1,Subtotal,,,Total Vitamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,3,3,5,5,3",,,,,,,,,,,,,,,,,,Head,,"Code,Item,Remark,Rate,Qty,Amount",,,
